Index,IDSURVEY,zHD,zHEL,MU,MUERR,MUERR_VPEC,MUERR_SYS,PROBIA_BEAMS
732,10,0.42273,0.42324,41.77707,0.1626,0.006,0.02494,1.0
733,10,0.42348,0.42463,41.72135,0.1491,0.006,0.05363,0.99994
734,10,0.42354,0.42403,42.3467,14.2731,0.006,0.07164,0.0005
735,10,0.42376,0.4248,41.69933,0.153,0.006,0.03248,0.99685
736,10,0.42391,0.42505,41.85669,0.1031,0.006,0.03241,1.0
737,10,0.4242,0.42538,41.7406,0.1531,0.006,0.02486,1.0
738,10,0.42436,0.42539,42.02518,0.1728,0.006,0.03319,1.0
739,10,0.42445,0.42548,41.57869,0.2269,0.006,0.05946,0.99915
740,10,0.4245,0.42551,41.87683,0.1924,0.006,0.01658,0.99999
741,10,0.4246,0.42517,42.03716,0.1172,0.006,0.02194,0.99989
742,10,0.42467,0.42581,42.18998,0.2967,0.006,0.08366,0.99053
743,10,0.42513,0.42627,42.1526,0.2522,0.006,0.0684,0.99977
744,10,0.42561,0.42676,41.76441,0.1372,0.006,0.05234,0.99996
745,10,0.42569,0.4262,41.78831,0.2756,0.006,0.0227,0.99995
746,10,0.42593,0.42694,41.84724,0.1269,0.006,0.0126,1.0
747,10,0.42602,0.42719,42.16596,0.2183,0.006,0.15891,0.98656
748,10,0.42692,0.42751,41.93286,0.1314,0.006,0.02286,1.0
749,10,0.42713,0.42828,41.89593,0.223,0.006,0.05707,0.99998
750,10,0.42749,0.4285,41.55512,0.996,0.006,0.01398,0.0205
751,10,0.42781,0.42839,41.90016,0.1396,0.006,0.02875,1.0
752,10,0.42821,0.42938,42.27783,0.2647,0.006,0.0437,0.99983
753,10,0.42857,0.42914,41.90901,0.1242,0.006,0.03917,1.0
754,10,0.42893,0.4295,41.99425,0.11,0.006,0.04006,1.0
755,10,0.42926,0.42981,41.78248,0.5693,0.006,0.04233,0.1141
756,10,0.42981,0.431,41.45573,0.205,0.0059,0.07727,0.99837
757,10,0.42982,0.431,41.89811,0.3071,0.0059,0.11635,0.99879
758,10,0.42989,0.43093,41.69169,0.1078,0.0059,0.0164,0.9999
759,10,0.43034,0.43153,41.92619,0.2046,0.0059,0.03388,0.99951
760,10,0.43071,0.4319,41.74154,0.1921,0.0059,0.05545,1.0
761,10,0.43112,0.4317,41.79286,0.222,0.0059,0.07713,0.99999
762,10,0.43144,0.432,41.86531,0.1443,0.0059,0.031,0.99996
763,10,0.4316,0.43276,42.00453,0.1314,0.0059,0.03884,0.99986
764,10,0.43172,0.43274,42.03657,0.9592,0.0059,0.1922,0.171
765,10,0.43225,0.43327,41.66478,0.1894,0.0059,0.02488,0.99998
766,10,0.43278,0.43385,41.71503,0.168,0.0059,0.02207,0.99998
767,10,0.43311,0.43428,41.75842,0.1381,0.0059,0.096,0.99947
768,10,0.43313,0.43429,41.9139,0.1803,0.0059,0.04041,1.0
769,10,0.43322,0.43376,41.89547,0.1468,0.0059,0.02328,1.0
770,10,0.43365,0.43479,41.79666,0.1106,0.0059,0.02241,1.0
771,10,0.43369,0.43425,41.98253,0.1592,0.0059,0.03014,0.99995
772,10,0.43398,0.43504,41.79445,0.1284,0.0059,0.01897,0.99932
773,10,0.43435,0.4355,41.60541,0.2014,0.0059,0.04833,1.0
774,10,0.43446,0.435,41.74381,0.1521,0.0059,0.02068,0.99952
775,10,0.43448,0.43564,42.25091,0.2565,0.0059,0.09987,0.9064
776,10,0.43495,0.43547,41.68241,0.1249,0.0059,0.01606,1.0
777,10,0.4351,0.43623,42.0886,0.1354,0.0059,0.02628,1.0
778,10,0.43516,0.4357,41.94989,0.1648,0.0059,0.07544,0.9999
779,10,0.4355,0.43651,42.48549,0.5374,0.0059,0.14634,0.4874
780,10,0.43578,0.43631,42.07077,0.241,0.0059,0.04105,0.9995
781,10,0.43587,0.43707,41.80467,0.1444,0.0059,0.16782,1.0
782,10,0.43619,0.43738,41.84314,0.1563,0.0059,0.02428,1.0
783,10,0.43629,0.43749,42.28125,0.235,0.0059,0.02847,0.92841
784,10,0.43668,0.4377,42.05232,0.1889,0.0059,0.02519,0.97097
785,10,0.43764,0.43867,41.61194,0.147,0.0059,0.08144,1.0
786,10,0.43769,0.4382,42.0173,0.1999,0.0059,0.01651,0.99907
787,10,0.43774,0.43879,41.96413,0.2175,0.0059,0.21682,0.99983
788,10,0.43848,0.43966,41.96879,0.1349,0.0058,0.03236,0.99999
789,10,0.43868,0.43972,42.06142,0.2069,0.0058,0.01983,1.0
790,10,0.43941,0.44056,42.79751,289.7856,0.0058,0.08509,0.0
791,10,0.43967,0.44089,41.94286,0.1607,0.0058,0.023,0.9999
792,10,0.44025,0.4414,42.07844,0.1423,0.0058,0.02935,1.0
793,10,0.44084,0.44199,41.9191,0.1135,0.0058,0.03488,1.0
794,10,0.44129,0.44236,42.11417,0.2238,0.0058,0.03846,0.99999
795,10,0.44153,0.44259,41.79927,0.1214,0.0058,0.03075,1.0
796,10,0.44183,0.44288,41.52847,0.1692,0.0058,0.15591,0.99973
797,10,0.44364,0.4448,42.2474,0.1954,0.0058,0.12172,0.99816
798,10,0.4438,0.44489,41.80379,0.1777,0.0058,0.01917,1.0
799,10,0.44419,0.44537,41.96627,0.16,0.0058,0.02519,1.0
800,10,0.44419,0.44469,42.23434,0.1951,0.0058,0.06072,1.0
801,10,0.44472,0.44588,41.86658,0.1654,0.0058,0.03301,0.99848
802,10,0.44623,0.44682,41.86956,0.1533,0.0058,0.13243,1.0
803,10,0.44628,0.44737,42.36239,0.2387,0.0058,0.02548,0.99993
804,10,0.44638,0.44739,41.87444,0.2136,0.0058,0.06229,0.9887
805,10,0.44647,0.44765,41.90973,0.0678,0.0058,0.04483,0.99999
806,10,0.4467,0.4479,41.82253,0.1154,0.0058,0.03699,1.0
807,10,0.44684,0.44793,42.03154,0.1221,0.0058,0.02452,0.99744
808,10,0.44736,0.44845,41.95895,0.166,0.0057,0.01745,1.0
809,10,0.44766,0.4482,42.08076,0.1646,0.0057,0.01927,1.0
810,10,0.44791,0.44894,41.96821,0.1662,0.0057,0.12687,1.0
811,10,0.44841,0.44958,41.66406,0.181,0.0057,0.02232,1.0
812,10,0.44864,0.44918,42.07056,0.182,0.0057,0.09066,0.99992
813,10,0.44895,0.44945,42.1467,0.1632,0.0057,0.02403,0.99999
814,10,0.44933,0.45038,42.34252,0.2037,0.0057,0.02588,0.99981
815,10,0.45012,0.45131,41.90324,0.2107,0.0057,0.05081,1.0
816,10,0.45085,0.45191,42.24385,0.2742,0.0057,0.06005,0.99971
817,10,0.45085,0.4514,42.05493,0.175,0.0057,0.02132,0.99974
818,10,0.45102,0.45154,41.96907,224.6577,0.0057,0.07441,0.0
819,10,0.45115,0.45235,41.89587,0.128,0.0057,0.02814,1.0
820,10,0.45115,0.45221,42.09722,0.1267,0.0057,0.02276,1.0
821,10,0.45168,0.45288,41.75649,0.1374,0.0057,0.01682,1.0
822,10,0.4518,0.453,42.01453,0.1065,0.0057,0.04056,1.0
823,10,0.45194,0.45302,41.91153,0.1111,0.0057,0.05139,1.0
824,10,0.45198,0.453,41.34949,213.4445,0.0057,0.07442,0.0
825,10,0.45205,0.45258,41.9952,0.1557,0.0057,0.02581,1.0
826,10,0.45222,0.4533,42.07392,0.2425,0.0057,0.14943,1.0
827,10,0.45294,0.45401,41.96072,0.1979,0.0057,0.03381,1.0
828,10,0.45305,0.45412,42.5177,0.3427,0.0057,0.08621,0.99916
829,10,0.45318,0.45439,41.93843,0.2617,0.0057,0.04973,0.9999
830,10,0.45332,0.4544,41.89377,0.1933,0.0057,0.02993,1.0
831,10,0.45351,0.45459,42.27599,0.2672,0.0057,0.13437,0.9524
832,10,0.45353,0.45456,42.12919,0.203,0.0057,0.17462,0.9995
833,10,0.45354,0.45456,42.07876,0.1677,0.0057,0.03495,0.99951
834,10,0.4536,0.45416,42.18827,0.1602,0.0057,0.07532,1.0
835,10,0.45362,0.45481,42.06582,0.1399,0.0057,0.0516,1.0
836,10,0.45394,0.45444,42.11224,0.2383,0.0057,0.04056,0.99999
837,10,0.45405,0.45463,42.02548,0.1752,0.0057,0.03457,1.0
838,10,0.4541,0.45517,41.84927,0.2052,0.0057,0.01899,0.99991
839,10,0.45412,0.45532,42.18464,0.2443,0.0057,0.26959,0.98439
840,10,0.45429,0.45551,41.97567,0.1899,0.0057,0.06416,0.99284
841,10,0.45463,0.4557,41.87494,0.1557,0.0057,0.02079,0.99998
842,10,0.45478,0.45534,41.99291,0.1649,0.0057,0.01622,1.0
843,10,0.45525,0.45645,42.10631,2.5388,0.0057,0.07702,0.0074
844,10,0.45546,0.45596,42.04174,0.1428,0.0057,0.02665,0.99999
845,10,0.45565,0.45687,41.96742,0.1422,0.0057,0.02977,1.0
846,10,0.45587,0.45705,41.653,0.3367,0.0057,0.26521,0.3559
847,10,0.45675,0.45793,42.1682,0.2471,0.0056,0.11147,1.0
848,10,0.45682,0.45791,41.89089,0.2333,0.0056,0.05374,0.99999
849,10,0.45694,0.45817,42.25569,0.2055,0.0056,0.03464,1.0
850,10,0.45699,0.45804,42.02079,0.1859,0.0056,0.13931,0.99999
851,10,0.45743,0.45849,42.19071,0.1718,0.0056,0.04454,0.96784
852,10,0.45753,0.45854,42.31237,0.1346,0.0056,0.01273,1.0
853,10,0.45799,0.45902,42.5259,0.329,0.0056,0.05295,0.99982
854,10,0.45811,0.45918,41.95029,0.1333,0.0056,0.04422,1.0
855,10,0.45831,0.45939,42.11684,0.1687,0.0056,0.07377,0.99999
856,10,0.45919,0.45971,42.59596,268.2323,0.0056,0.03747,0.0
857,10,0.45944,0.46064,41.92794,0.1676,0.0056,0.0243,1.0
858,10,0.45993,0.46114,42.05468,0.1767,0.0056,0.13206,0.98776
859,10,0.46097,0.46219,42.34155,0.1445,0.0056,0.01406,1.0
860,10,0.46154,0.4621,41.99253,0.1324,0.0056,0.03131,1.0
861,10,0.46167,0.46283,41.9024,0.1712,0.0056,0.12524,1.0
862,10,0.46192,0.463,42.26696,0.1282,0.0056,0.04293,1.0
863,10,0.46198,0.4625,42.14205,0.1674,0.0056,0.16676,0.99996
864,10,0.46256,0.46364,41.86633,0.1224,0.0056,0.04488,1.0
865,10,0.46283,0.46394,41.96487,0.16,0.0056,0.04458,0.99996
866,10,0.4629,0.46406,42.1586,0.1395,0.0056,0.02886,1.0
867,10,0.46299,0.46418,42.06566,0.1065,0.0056,0.02641,1.0
868,10,0.46322,0.46427,41.83382,0.1315,0.0056,0.06319,1.0
869,10,0.46351,0.46407,41.84578,0.1837,0.0056,0.02447,1.0
870,10,0.4638,0.46499,42.14301,0.1206,0.0056,0.02274,1.0
871,10,0.46482,0.466,42.02051,0.1307,0.0056,0.03676,1.0
872,10,0.46523,0.46641,42.2212,0.2072,0.0056,0.15836,0.99974
873,10,0.4659,0.46642,42.1394,0.2053,0.0055,0.09974,1.0
874,10,0.4667,0.46789,42.40418,0.1791,0.0055,0.1673,1.0
875,10,0.4668,0.46733,42.07812,0.2214,0.0055,0.05553,1.0
876,10,0.46694,0.46812,42.05559,0.1259,0.0055,0.02411,1.0
877,10,0.46754,0.46861,42.17763,0.1619,0.0055,0.0367,1.0
878,10,0.4676,0.46865,42.05273,0.1798,0.0055,0.02166,0.99995
879,10,0.46775,0.4689,42.27658,0.1346,0.0055,0.04305,1.0
880,10,0.46781,0.46887,42.65964,0.3255,0.0055,0.01785,0.6089
881,10,0.46877,0.46997,42.0701,0.1661,0.0055,0.02577,0.99999
882,10,0.46879,0.46998,42.00695,0.1483,0.0055,0.02318,1.0
883,10,0.46937,0.47043,42.57499,0.2591,0.0055,0.04574,0.99822
884,10,0.46975,0.47096,42.10012,0.1352,0.0055,0.03003,0.99999
885,10,0.47065,0.47119,42.18959,0.1977,0.0055,0.01339,0.99999
886,10,0.47085,0.4719,41.85041,0.2885,0.0055,0.01812,1.0
887,10,0.471,0.4722,42.02791,0.1528,0.0055,0.02586,1.0
888,10,0.47241,0.47293,42.1108,0.1774,0.0055,0.07867,0.99999
889,10,0.47273,0.47379,42.13967,0.1914,0.0055,0.1617,0.99999
890,10,0.47304,0.47362,41.99333,0.1649,0.0055,0.08527,0.99992
891,10,0.47327,0.47431,42.2607,0.1624,0.0055,0.03236,0.97219
892,10,0.4733,0.47434,42.05073,0.1564,0.0055,0.02284,0.99999
893,10,0.47336,0.47389,41.95528,0.1691,0.0055,0.0366,1.0
894,10,0.47377,0.47431,42.16709,0.1882,0.0055,0.02308,0.99998
895,10,0.47429,0.47545,42.10133,0.2011,0.0055,0.23314,0.99999
896,10,0.47435,0.47539,42.44964,0.1886,0.0055,0.01797,0.99996
897,10,0.47547,0.47603,41.93506,0.1391,0.0054,0.01513,0.99998
898,10,0.47577,0.47697,42.48698,0.2093,0.0054,0.04779,0.99996
899,10,0.47598,0.47654,42.14657,0.2271,0.0054,0.01382,0.98582
900,10,0.4768,0.47786,42.13112,0.1703,0.0054,0.02332,1.0
901,10,0.47767,0.47821,42.36789,0.1901,0.0054,0.02562,1.0
902,10,0.4778,0.47885,42.22784,0.1418,0.0054,0.02704,1.0
903,10,0.47782,0.47891,42.19728,0.223,0.0054,0.0288,0.99998
904,10,0.47803,0.47919,42.08767,0.1559,0.0054,0.03542,1.0
905,10,0.47819,0.47937,42.04154,0.2083,0.0054,0.02144,0.99986
906,10,0.47833,0.47938,41.91333,0.1511,0.0054,0.01871,1.0
907,10,0.47842,0.47898,42.15208,0.1254,0.0054,0.01741,1.0
908,10,0.47852,0.4796,42.70702,0.2861,0.0054,0.0557,0.99613
909,10,0.47905,0.48023,42.31888,0.158,0.0054,0.01335,1.0
910,10,0.47964,0.48082,42.15841,0.1333,0.0054,0.02242,1.0
911,10,0.47982,0.481,42.03231,0.1534,0.0054,0.01936,0.99999
912,10,0.47992,0.481,42.59903,0.2479,0.0054,0.02645,0.93493
913,10,0.48068,0.48127,42.22484,0.2481,0.0054,0.11537,0.99948
914,10,0.48092,0.482,42.00385,0.1348,0.0054,0.01978,1.0
915,10,0.48309,0.48362,42.16315,0.1996,0.0054,0.03364,0.97065
916,10,0.48312,0.48424,42.4651,0.1794,0.0054,0.03284,1.0
917,10,0.48342,0.48452,42.15537,0.12,0.0054,0.03574,1.0
918,10,0.4841,0.48464,42.31733,0.1739,0.0054,0.05537,0.99998
919,10,0.48417,0.48469,42.41342,0.391,0.0054,0.02889,0.99618
920,10,0.48449,0.48501,42.66061,0.2974,0.0054,0.06888,0.94655
921,10,0.48485,0.4859,42.11049,0.1587,0.0054,0.01128,1.0
922,10,0.48607,0.48727,42.11261,0.2402,0.0053,0.03427,0.9997
923,10,0.48766,0.48824,42.37723,0.2038,0.0053,0.02071,1.0
924,10,0.48813,0.48917,42.19861,0.1469,0.0053,0.02512,0.99998
925,10,0.4893,0.49038,42.23885,0.2566,0.0053,0.05932,0.99997
926,10,0.4897,0.49025,42.20478,0.1321,0.0053,0.02912,1.0
927,10,0.48981,0.491,42.18153,0.1654,0.0053,0.13969,1.0
928,10,0.49007,0.49058,42.63062,0.2075,0.0053,0.05777,0.99943
929,10,0.49181,0.493,42.28746,0.1432,0.0053,0.0779,1.0
930,10,0.49219,0.4934,42.73941,0.377,0.0053,0.2894,0.7454
931,10,0.49238,0.49349,42.31734,0.2056,0.0053,0.01072,0.99996
932,10,0.49239,0.49348,42.31103,0.1648,0.0053,0.04992,0.92711
933,10,0.49243,0.49364,42.08046,0.1721,0.0053,0.01783,1.0
934,10,0.49245,0.493,42.42148,0.2446,0.0053,0.03282,0.99999
935,10,0.49252,0.49305,42.16607,0.1272,0.0053,0.01648,1.0
936,10,0.49263,0.49382,42.32964,0.2662,0.0053,0.05539,0.99948
937,10,0.49272,0.49383,42.04737,0.1427,0.0053,0.02137,0.99993
938,10,0.49276,0.49331,41.89829,0.1467,0.0053,0.09695,0.99628
939,10,0.49292,0.49418,42.12039,0.1543,0.0053,0.02609,0.99999
940,10,0.49338,0.49392,42.31278,0.1703,0.0053,0.01395,1.0
941,10,0.49383,0.49502,41.98288,0.204,0.0053,0.22721,0.99897
942,10,0.49412,0.49532,42.23993,0.2381,0.0053,0.10756,0.99946
943,10,0.49417,0.49475,41.90544,0.1633,0.0053,0.04469,0.99995
944,10,0.495,0.49625,42.13799,0.1533,0.0053,0.01994,1.0
945,10,0.495,0.49558,42.11753,0.1461,0.0053,0.01834,1.0
946,10,0.49523,0.49575,42.19532,0.2213,0.0053,0.15592,0.99979
947,10,0.49559,0.49679,42.23958,0.1417,0.0053,0.0228,1.0
948,10,0.49572,0.4969,42.33811,0.2293,0.0053,0.22978,0.99999
949,10,0.49592,0.49718,42.49048,0.1396,0.0053,0.03869,1.0
950,10,0.49611,0.4972,42.02496,0.1428,0.0053,0.03566,1.0
951,10,0.4965,0.4977,42.33009,0.1821,0.0052,0.02203,0.99998
952,10,0.4965,0.49761,42.33984,0.2498,0.0052,0.03629,0.99994
953,10,0.49677,0.49797,42.14001,0.1557,0.0052,0.04896,1.0
954,10,0.49707,0.49816,41.97907,0.2554,0.0052,0.03318,0.97799
955,10,0.49743,0.498,41.94227,0.1274,0.0052,0.02443,1.0
956,10,0.49801,0.4992,42.3351,0.3611,0.0052,0.03139,0.9906
957,10,0.4982,0.49927,42.3334,0.2311,0.0052,0.02764,0.99999
958,10,0.50043,0.50151,42.541,0.2575,0.0052,0.02406,0.99986
959,10,0.5007,0.50128,42.36697,0.1992,0.0052,0.07617,1.0
960,10,0.50134,0.50192,42.28844,0.1093,0.0052,0.01787,1.0
961,10,0.50262,0.50383,42.58836,0.1776,0.0052,0.02978,0.99992
962,10,0.50275,0.504,42.35788,0.165,0.0052,0.02074,1.0
963,10,0.50285,0.5039,42.23163,0.1639,0.0052,0.01117,1.0
964,10,0.50314,0.50373,42.35363,0.2101,0.0052,0.02391,1.0
965,10,0.50323,0.50379,42.42092,0.2055,0.0052,0.06326,0.99998
966,10,0.50394,0.50502,42.1926,0.1744,0.0052,0.04304,1.0
967,10,0.50397,0.50504,42.25278,0.1221,0.0052,0.0295,1.0
968,10,0.50436,0.50562,42.18793,0.2015,0.0052,0.07223,0.99997
969,10,0.50491,0.5061,42.41873,0.1773,0.0052,0.08234,0.99989
970,10,0.50492,0.50552,42.29921,0.1184,0.0052,0.03958,1.0
971,10,0.50495,0.5055,41.93976,0.1522,0.0052,0.02657,1.0
972,10,0.50509,0.50629,42.2105,0.2031,0.0052,0.03785,0.99999
973,10,0.50547,0.50657,42.22901,0.195,0.0052,0.06906,0.99999
974,10,0.50558,0.50614,42.05216,0.1371,0.0052,0.08202,0.99996
975,10,0.50566,0.50617,42.22198,0.1433,0.0052,0.02203,1.0
976,10,0.50582,0.50709,42.42192,0.2296,0.0052,0.04751,0.99995
977,10,0.50597,0.50705,42.23548,0.1033,0.0052,0.02638,1.0
978,10,0.50617,0.50677,42.17726,0.1312,0.0052,0.01856,0.99999
979,10,0.50621,0.5074,42.23124,0.2285,0.0052,0.02784,0.99989
980,10,0.50631,0.5074,42.39994,0.3114,0.0052,0.03833,0.92118
981,10,0.50765,0.50826,42.28766,217.3427,0.0051,0.08396,0.0
982,10,0.50816,0.50924,42.17286,0.1855,0.0051,0.02596,1.0
983,10,0.50827,0.5095,42.05343,0.1305,0.0051,0.02022,1.0
984,10,0.50847,0.50967,42.4456,0.1715,0.0051,0.01525,1.0
985,10,0.50947,0.51057,42.24295,0.1398,0.0051,0.02095,0.99991
986,10,0.50987,0.51096,41.87859,0.2096,0.0051,0.02218,1.0
987,10,0.51008,0.51067,42.31712,0.1747,0.0051,0.03104,1.0
988,10,0.51064,0.51185,42.37881,0.1573,0.0051,0.06723,0.99999
989,10,0.51089,0.51213,42.03637,0.14,0.0051,0.04249,1.0
990,10,0.51127,0.5124,42.47574,0.1692,0.0051,0.01339,1.0
991,10,0.5113,0.51183,42.22407,0.1258,0.0051,0.04327,1.0
992,10,0.51197,0.51318,42.50087,0.1998,0.0051,0.03866,0.99842
993,10,0.51204,0.51325,42.37228,0.1244,0.0051,0.02237,1.0
994,10,0.51228,0.51352,42.30733,0.1398,0.0051,0.02916,1.0
995,10,0.51244,0.51363,42.40727,0.1417,0.0051,0.01635,1.0
996,10,0.5129,0.514,42.25625,0.1399,0.0051,0.04811,1.0
997,10,0.51339,0.51445,42.2514,0.1986,0.0051,0.04144,0.99999
998,10,0.51351,0.51473,42.32145,0.1592,0.0051,0.01315,1.0
999,10,0.51404,0.51525,42.58931,0.2433,0.0051,0.02848,0.99996
1000,10,0.51413,0.5152,42.57387,0.2371,0.0051,0.08975,0.99979
1001,10,0.51615,0.51724,42.52161,0.1875,0.0051,0.01278,0.99996
1002,10,0.51618,0.51725,42.35236,0.1973,0.0051,0.06194,1.0
1003,10,0.51619,0.51671,42.47023,0.1651,0.0051,0.01617,1.0
1004,10,0.51717,0.5183,42.13699,0.0953,0.0051,0.01742,1.0
1005,10,0.51797,0.51921,42.23257,0.1223,0.0051,0.01855,1.0
1006,10,0.51856,0.51917,42.58745,0.1742,0.0051,0.02889,0.99999
1007,10,0.51872,0.51927,42.09634,0.2907,0.0051,0.02126,0.3017
1008,10,0.51882,0.51991,42.53775,0.2549,0.0051,0.07209,0.99888
1009,10,0.5192,0.52035,42.72513,0.2713,0.005,0.04344,0.9993
1010,10,0.51956,0.52014,43.19956,180.3598,0.005,0.08478,0.0
1011,10,0.51978,0.521,42.61672,0.2184,0.005,0.03406,1.0
1012,10,0.52053,0.52173,42.27796,0.1542,0.005,0.01849,1.0
1013,10,0.52105,0.52227,42.40475,0.2034,0.005,0.1947,1.0
1014,10,0.52211,0.52271,42.36599,0.1275,0.005,0.01565,1.0
1015,10,0.52212,0.52319,42.3184,0.1739,0.005,0.07534,0.99685
1016,10,0.52219,0.52341,42.09562,0.1315,0.005,0.01929,1.0
1017,10,0.5228,0.52334,42.37586,0.1362,0.005,0.0146,1.0
1018,10,0.52327,0.52438,42.72466,0.3135,0.005,0.01948,0.99998
1019,10,0.52427,0.5248,42.2756,0.1008,0.005,0.01616,1.0
1020,10,0.52427,0.5248,42.80514,0.2571,0.005,0.0335,0.99851
1021,10,0.5246,0.52582,42.37404,0.1669,0.005,0.03007,1.0
1022,10,0.52473,0.52595,42.12443,0.1624,0.005,0.02212,1.0
1023,10,0.52494,0.5262,42.20845,0.1647,0.005,0.03353,0.99993
1024,10,0.52513,0.52634,42.32221,0.1167,0.005,0.02057,1.0
1025,10,0.52535,0.52588,42.38282,0.1615,0.005,0.0389,1.0
1026,10,0.52558,0.52669,42.43147,0.1519,0.005,0.03715,0.99974
1027,10,0.52559,0.5267,42.44235,0.2039,0.005,0.02936,0.99712
1028,10,0.52562,0.52682,42.22159,0.1274,0.005,0.01066,1.0
1029,10,0.5258,0.52692,42.40356,0.1332,0.005,0.02512,1.0
1030,10,0.52612,0.52736,42.23087,0.2232,0.005,0.05391,0.99992
1031,10,0.52616,0.52676,42.62537,0.2171,0.005,0.05399,0.99998
1032,10,0.52685,0.52795,42.42063,0.1929,0.005,0.04755,0.9993
1033,10,0.52706,0.52831,42.44815,0.327,0.005,0.02068,0.97398
1034,10,0.52716,0.5284,42.1697,0.1596,0.005,0.01582,1.0
1035,10,0.52723,0.52786,42.38955,0.1166,0.005,0.05271,1.0
1036,10,0.52727,0.52851,42.63185,0.1876,0.005,0.01839,1.0
1037,10,0.5277,0.52893,42.68565,0.182,0.005,0.03744,0.99995
1038,10,0.52779,0.52839,42.39553,0.1744,0.005,0.01982,0.96888
1039,10,0.52779,0.52838,42.40203,0.1445,0.005,0.02008,1.0
1040,10,0.5279,0.52913,42.29482,0.1811,0.005,0.01909,0.99999
1041,10,0.52809,0.52919,42.46907,0.3578,0.005,0.0277,0.99997
1042,10,0.52885,0.52993,42.41841,0.159,0.005,0.03721,1.0
1043,10,0.52929,0.5305,42.30629,0.1737,0.005,0.08291,1.0
1044,10,0.52971,0.5303,42.28223,0.1351,0.005,0.01292,1.0
1045,10,0.52973,0.53027,42.3084,0.2167,0.005,0.05306,0.99446
1046,10,0.53002,0.53058,42.70507,0.2078,0.005,0.02257,0.99997
1047,10,0.53009,0.5307,42.42105,0.1544,0.005,0.02286,1.0
1048,10,0.53042,0.53152,42.60237,0.1745,0.005,0.02299,0.99985
1049,10,0.53112,0.53169,42.42343,0.2021,0.0049,0.0241,1.0
1050,10,0.53116,0.53228,42.63427,0.1869,0.0049,0.01625,1.0
1051,10,0.53127,0.53249,42.14059,0.1494,0.0049,0.01961,1.0
1052,10,0.53127,0.53252,42.47071,0.2484,0.0049,0.01601,0.9977
1053,10,0.53166,0.53225,42.35334,0.1387,0.0049,0.03043,1.0
1054,10,0.53166,0.53223,42.52236,0.1788,0.0049,0.02069,0.99746
1055,10,0.53191,0.53253,42.36618,0.1998,0.0049,0.03014,0.99999
1056,10,0.53225,0.53281,42.05819,0.1261,0.0049,0.02103,1.0
1057,10,0.53232,0.53341,42.34927,0.1653,0.0049,0.03148,0.99999
1058,10,0.53251,0.53309,42.63882,0.1697,0.0049,0.01478,0.99996
1059,10,0.53287,0.53399,42.52319,0.1377,0.0049,0.04856,0.8941
1060,10,0.5329,0.53348,42.86814,233.7003,0.0049,0.11229,0.0
1061,10,0.533,0.53356,42.80941,0.2169,0.0049,0.0552,0.99919
1062,10,0.53387,0.53445,42.67617,0.238,0.0049,0.05324,0.99901
1063,10,0.5341,0.53524,42.42357,0.174,0.0049,0.04446,0.99998
1064,10,0.53547,0.53605,42.71709,0.2917,0.0049,0.02457,1.0
1065,10,0.53579,0.53633,42.64822,0.2171,0.0049,0.03992,0.99816
1066,10,0.53582,0.53638,42.69972,0.1885,0.0049,0.05223,0.99995
1067,10,0.53591,0.53644,42.41394,0.1499,0.0049,0.03669,0.99999
1068,10,0.53644,0.5377,42.06416,0.8065,0.0049,0.03962,0.02
1069,10,0.53667,0.53784,42.40215,0.1392,0.0049,0.01141,0.99297
1070,10,0.53696,0.53752,42.51919,0.1823,0.0049,0.02886,0.99999
1071,10,0.5373,0.53786,42.41784,0.1489,0.0049,0.027,1.0
1072,10,0.53739,0.538,42.4292,0.1442,0.0049,0.01856,1.0
1073,10,0.53763,0.53873,42.1294,0.172,0.0049,0.04094,0.9999
1074,10,0.53805,0.53864,42.47376,0.2039,0.0049,0.06079,0.99995
1075,10,0.53944,0.54055,42.52552,0.1282,0.0049,0.04635,0.99972
1076,10,0.53976,0.54102,42.42586,0.1918,0.0049,0.02272,0.99997
1077,10,0.54134,0.54251,42.29627,0.1803,0.0049,0.03352,1.0
1078,10,0.54148,0.54211,42.40943,0.227,0.0049,0.05559,1.0
1079,10,0.54154,0.5421,42.55716,0.192,0.0049,0.01131,0.99983
1080,10,0.54183,0.54244,42.45177,0.1382,0.0049,0.0603,1.0
1081,10,0.54203,0.54259,42.4341,0.1945,0.0049,0.03497,0.97566
1082,10,0.54229,0.54285,42.5416,0.1728,0.0049,0.06347,1.0
1083,10,0.54277,0.544,43.06948,226.7333,0.0049,0.07244,0.0
1084,10,0.54291,0.54348,42.66196,0.2432,0.0049,0.05248,0.95426
1085,10,0.54306,0.54366,42.5904,0.1527,0.0049,0.03019,0.99999
1086,10,0.54327,0.54383,42.81745,0.2185,0.0049,0.03854,0.9999
1087,10,0.54327,0.54385,42.47192,0.2144,0.0049,0.05957,0.99956
1088,10,0.54351,0.5441,42.29839,0.1258,0.0049,0.03683,0.99994
1089,10,0.54379,0.54505,42.57478,0.1037,0.0049,0.0165,1.0
1090,10,0.54397,0.54508,42.2202,0.1396,0.0048,0.01932,0.99992
1091,10,0.54402,0.54459,42.13796,0.147,0.0048,0.03124,0.99984
1092,10,0.54454,0.54579,42.22792,0.1494,0.0048,0.03855,0.99979
1093,10,0.54469,0.54525,42.58556,0.1296,0.0048,0.03035,1.0
